mass,z
11.31743,0.180504
11.09056,0.075036
10.890341,0.068912
11.047669,0.102038
11.06618,0.120524
10.64843,0.076346
11.29775,0.151716
11.30704,0.152458
11.16973,0.119695
11.15205,0.146465
10.60581,0.069853
11.073,0.138497
10.63323,0.099782
10.530149,0.070035
11.10913,0.126998
11.03368,0.13754
10.799709,0.041782
11.38286,0.120628
11.359509,0.170325
10.94866,0.06534
11.13495,0.138822
11.38421,0.138341
10.983089,0.091002
10.70197,0.07837
10.992149,0.090782
11.17883,0.131419
10.804,0.080314
10.629921,0.04595
11.034249,0.124251
11.21779,0.074237
11.29938,0.089856
11.31081,0.088135
10.71037,0.058342
11.427509,0.167641
11.0454,0.067022
11.098921,0.125537
10.88559,0.066565
10.51788,0.094752
11.21371,0.132018
10.76616,0.066265
10.97438,0.068124
11.333409,0.132962
10.612201,0.066525
10.65686,0.087159
10.89901,0.073765
11.385221,0.180221
11.128041,0.141813
11.06956,0.141779
11.37035,0.088525
11.30438,0.108109
10.57829,0.073008
11.076249,0.108172
10.615181,0.094131
10.702169,0.083883
10.964399,0.083948
10.500381,0.070173
10.775429,0.046102
10.54863,0.078936
11.216889,0.140234
11.13774,0.107846
10.825901,0.049617
11.230659,0.049561
10.56843,0.065932
11.2628,0.138176
11.178161,0.063929
11.714629,0.181676
10.51558,0.0634
10.711281,0.099852
11.08418,0.111676
11.249949,0.132276
11.141621,0.091694
11.076159,0.103454
11.105801,0.141241
10.65953,0.034383
11.08734,0.130036
10.71921,0.048944
11.56903,0.175188
11.18359,0.057871
10.924009,0.089018
11.21507,0.134615
11.276639,0.174923
10.917509,0.04912
11.14213,0.079602
10.801291,0.050144
11.0706,0.123622
11.2417,0.106536
11.032649,0.135897
10.807961,0.085006
11.068741,0.088402
11.434448,0.11255
10.80287,0.085137
10.73492,0.089973
11.276969,0.13178
10.96421,0.088287
10.56618,0.099278
11.41612,0.089608
10.55817,0.090197
11.324321,0.153584
10.50252,0.07058
11.2711,0.180727
11.3338,0.155022
11.115081,0.03025
10.636009,0.090829
11.25513,0.18372
10.623121,0.092751
11.29851,0.163962
11.60807,0.167721
10.75521,0.093519
11.29548,0.167389
11.07876,0.105719
11.113091,0.110945
10.82546,0.093745
11.0143,0.112104
11.403649,0.158736
11.16221,0.130497
10.51846,0.050117
11.239759,0.106018
11.103121,0.146999
10.90594,0.071609
11.72426,0.077184
11.203361,0.127316
11.10214,0.114913
11.1322,0.070353
11.17209,0.069503
10.56295,0.032266
11.51924,0.13586
11.19269,0.057367
11.308841,0.146761
11.68214,0.191347
11.186489,0.092033
11.004539,0.098424
11.31253,0.098687
11.15713,0.100592
10.657681,0.087947
10.82707,0.048143
11.046579,0.100678
10.93528,0.048648
10.598981,0.091764
11.48839,0.162664
11.20506,0.09041
11.270639,0.135397
11.074809,0.101796
11.110361,0.119769
10.92754,0.050714
11.03194,0.049041
11.610331,0.197505
11.0781,0.039095
11.469749,0.158294
11.39565,0.173752
11.048,0.125881
11.202539,0.040692
11.50284,0.174975
11.280509,0.177091
11.00707,0.101756
11.03434,0.100969
11.747109,0.175667
11.301101,0.1746
11.020941,0.143621
11.291301,0.175095
11.076889,0.04489
10.8167,0.079703
10.955029,0.079662
11.19047,0.141718
11.37412,0.144539
11.336689,0.142303
11.2926,0.153414
11.6401,0.190989
11.27098,0.078165
10.939039,0.072768
11.051841,0.12327
11.60377,0.188975
11.29425,0.141693
11.28839,0.169643
10.72473,0.020634
11.183351,0.064617
11.101641,0.126877
10.55481,0.064636
11.1448,0.119351
11.09576,0.126843
10.772499,0.044436
10.79956,0.073217
11.39023,0.189878
11.096029,0.130179
11.076599,0.088712
11.29581,0.136223
10.69919,0.097989
11.547689,0.053546
10.7093,0.06612
11.318101,0.091671
10.54214,0.047572
11.11757,0.066261
10.925529,0.078891
11.20102,0.078508
11.18373,0.053666
10.81181,0.079811
10.86417,0.093781
11.209829,0.136076
10.96382,0.079969
11.2843,0.093145
11.07121,0.136473
10.66267,0.065052
11.243569,0.064474
11.04307,0.106041
10.771709,0.076564
11.0869,0.14105
10.949089,0.083314
10.5314,0.083291
10.78008,0.04108
11.10982,0.106094
10.61847,0.038574
11.19689,0.102443
10.75084,0.084087
11.200449,0.101235
11.02486,0.112776
11.22768,0.134778
11.10214,0.112603
11.20996,0.134515
10.825841,0.079778
10.658391,0.05289
11.360321,0.147944
11.076539,0.147396
11.434909,0.183283
10.66473,0.079988
11.158201,0.142839
11.06961,0.143416
11.06043,0.1311
10.63395,0.070081
11.00376,0.112041
10.568261,0.069873
10.702609,0.068748
11.34321,0.176432
10.67855,0.020897
11.399469,0.18506
11.33078,0.176801
11.06142,0.056566
10.86747,0.04295
11.28372,0.138375
10.7009,0.056494
11.023981,0.137805
10.82744,0.041718
11.45239,0.189815
11.00295,0.130899
11.28976,0.146018
10.55283,0.066091
11.353681,0.186908
10.856509,0.084075
10.75801,0.083323
11.256489,0.178625
10.64429,0.068016
11.041141,0.078972
11.02552,0.068106
11.278669,0.148287
10.690161,0.098944
10.5859,0.072357
10.864361,0.077703
11.02901,0.024804
11.364201,0.089196
11.153061,0.06367
11.040689,0.11283
11.10216,0.119191
10.81266,0.025488
10.500489,0.024383
11.151311,0.142832
11.09529,0.126198
10.749669,0.089916
11.01825,0.11501
11.232679,0.102404
11.474349,0.155099
10.681761,0.072848
10.84573,0.072385
10.702419,0.079455
11.52515,0.185786
10.95515,0.050746
11.02684,0.13177
11.00626,0.131657
11.303381,0.130717
11.367391,0.130909
11.21234,0.14709
10.79367,0.056947
11.279109,0.112473
10.6267,0.082428
10.80215,0.050617
10.91303,0.082114
11.09507,0.076984
10.88201,0.09702
10.95758,0.041867
11.21052,0.128121
11.19245,0.128807
10.688901,0.081751
10.799449,0.084069
11.47516,0.182002
11.113161,0.116419
11.0329,0.115545
10.70762,0.085171
10.73191,0.066933
11.72408,0.128621
11.31385,0.119491
11.1387,0.123767
11.239729,0.126178
11.42325,0.09501
11.67211,0.153778
10.74117,0.049217
10.653211,0.096036
11.034689,0.101981
10.82742,0.066445
11.294809,0.181191
11.30147,0.17888
10.712029,0.052856
10.710429,0.091245
10.92022,0.083373
11.57862,0.107559
11.17319,0.071537
11.18063,0.083766
10.528741,0.091406
11.28428,0.157135
11.3351,0.161494
11.093341,0.066735
11.33054,0.185878
10.766449,0.020348
10.768311,0.092319
11.516569,0.154422
11.35499,0.096833
10.80278,0.079579
10.60208,0.052658
10.78632,0.074206
11.14819,0.148558
10.591701,0.071893
11.434229,0.184614
11.38986,0.18491
11.49266,0.186291
11.54189,0.155075
10.56913,0.077224
11.41492,0.152346
11.376519,0.150376
11.62991,0.184996
11.33542,0.185667
10.79499,0.077507
11.31458,0.155534
11.474969,0.154721
10.932549,0.073728
11.442149,0.151509
11.29228,0.121175
10.718221,0.078037
11.13044,0.068969
11.44922,0.166185
11.191861,0.077992
11.05966,0.1205
11.19601,0.118729
11.2843,0.168256
11.38758,0.151884
11.03879,0.093759
10.84141,0.078474
10.96069,0.062239
11.136479,0.090457
10.799649,0.059751
10.76109,0.075762
11.222281,0.116007
11.034699,0.126075
11.65769,0.173783
10.678391,0.065965
10.744069,0.091688
11.02629,0.1154
10.556,0.031736
11.32141,0.065913
11.62648,0.140164
11.17109,0.045746
11.140381,0.134046
11.0126,0.105702
11.04189,0.093625
11.33033,0.091651
10.77177,0.09919
11.347589,0.167968
10.85493,0.098587
11.29158,0.13162
11.05333,0.097918
10.64353,0.0981
11.702029,0.189689
11.597321,0.175604
11.21001,0.109024
11.1644,0.098466
11.37556,0.134744
11.48382,0.17877
10.96724,0.099691
11.04125,0.098097
10.84052,0.099207
11.3056,0.134482
10.84003,0.08829
11.28871,0.175429
11.52902,0.188431
11.28596,0.133376
11.36746,0.187797
11.440949,0.108006
11.2008,0.133594
11.313681,0.036177
10.830649,0.098663
10.879549,0.036915
10.89782,0.052047
10.749459,0.084413
11.41754,0.14013
11.476199,0.151895
11.22275,0.144845
11.37233,0.142262
10.570569,0.050836
11.145391,0.112812
11.52768,0.170656
10.665101,0.098968
11.061881,0.065289
10.8049,0.070276
11.34303,0.187299
10.93302,0.098861
11.00594,0.044878
11.079619,0.121358
11.42588,0.164678
11.434869,0.133974
11.04154,0.021745
11.304029,0.131392
11.167101,0.134103
10.974869,0.049195
11.657841,0.130533
11.101271,0.130876
11.35363,0.17845
10.51916,0.085105
11.03027,0.146662
11.34037,0.174469
10.58782,0.073719
11.251201,0.117099
11.45594,0.176718
11.18003,0.085146
11.68057,0.157113
11.144509,0.141012
11.04512,0.108705
11.286739,0.156072
11.09506,0.088174
11.011761,0.130762
10.58382,0.085517
11.04168,0.109682
11.08581,0.131014
11.6457,0.109663
11.288569,0.177185
11.139549,0.088599
11.15541,0.07041
11.39321,0.107611
11.37968,0.179222
10.84286,0.053989
10.684509,0.054097
11.05723,0.071791
11.055,0.136348
11.14062,0.099295
10.827351,0.07577
11.05523,0.142587
11.314341,0.134124
10.91632,0.074427
11.04993,0.132963
11.261061,0.158493
11.29039,0.070368
11.358341,0.113294
10.8475,0.076503
11.24054,0.072345
11.155241,0.143858
11.298221,0.144154
11.36497,0.159442
10.927649,0.032385
11.04585,0.12732
11.01617,0.126907
10.987449,0.077281
10.767449,0.052272
11.094489,0.139313
11.10089,0.107842
10.50227,0.068944
11.02465,0.087299
11.59566,0.11267
10.548381,0.057585
10.504509,0.032719
11.5091,0.160845
11.044439,0.108198
11.05062,0.134838
11.14519,0.103243
10.70097,0.047673
10.55512,0.085223
10.758,0.092405
10.933789,0.065325
10.50292,0.085017
10.75252,0.026164
10.682429,0.049871
10.802529,0.050267
11.27018,0.050459
10.86587,0.0599
10.728041,0.09948
11.41882,0.171851
10.605121,0.033139
11.195371,0.149415
11.036579,0.101037
11.56544,0.177563
11.59793,0.157663
11.56599,0.170857
10.693261,0.059996
11.469469,0.128922
10.63831,0.020212
11.1964,0.078586
10.87266,0.066677
10.506989,0.07802
10.935949,0.077955
10.93888,0.054315
10.82445,0.065237
11.0669,0.054718
11.133921,0.134333
11.2698,0.1281
10.55574,0.075993
10.608821,0.067198
10.674409,0.064974
10.77872,0.09681
11.011391,0.067579
10.693021,0.043633
11.04529,0.134168
10.72977,0.082396
11.301241,0.106254
10.979369,0.046424
11.22368,0.134974
10.92992,0.065376
11.09581,0.11361
11.091741,0.134728
10.91412,0.063984
11.10259,0.140671
11.129061,0.111531
11.44807,0.114722
10.71722,0.098248
11.00874,0.112208
10.648231,0.098873
11.26315,0.063649
11.20795,0.112461
10.81958,0.036903
11.5062,0.112169
11.21397,0.112459
11.04593,0.113152
11.46628,0.134043
11.00009,0.135969
10.54009,0.052769
11.063361,0.085985
11.61672,0.192921
10.645101,0.064832
10.66648,0.052806
10.50093,0.093769
11.01774,0.111949
11.49596,0.108682
11.35544,0.166601
11.009429,0.055918
11.712449,0.187468
11.05414,0.137813
10.52469,0.044538
10.834729,0.076689
10.89489,0.075095
11.03178,0.136594
11.053821,0.144089
11.28031,0.081896
11.09523,0.020403
11.24379,0.146498
11.53093,0.189077
11.016689,0.127753
10.60903,0.082058
11.014629,0.064851
11.367101,0.082707
10.71026,0.076495
10.702929,0.066556
11.21709,0.061462
11.01625,0.134635
11.06729,0.108696
10.510981,0.07994
11.25083,0.178617
10.64099,0.072699
10.645,0.095763
11.17235,0.080959
11.10733,0.136902
10.884749,0.092285
10.658361,0.078034
11.400399,0.089905
10.631861,0.069935
11.113621,0.103436
11.20115,0.079151
11.38113,0.175139
11.32559,0.179542
11.479329,0.183187
11.27506,0.172054
11.430069,0.180434
11.45214,0.184053
10.66001,0.049186
10.803961,0.028897
11.36969,0.112652
10.75462,0.074951
10.88634,0.071228
11.17082,0.085606
11.49802,0.177054
11.00668,0.118746
11.11359,0.126462
11.365281,0.153384
10.87176,0.098477
10.852921,0.054068
10.52369,0.071778
11.0417,0.129586
11.3092,0.126004
10.655721,0.0798
10.754569,0.08865
10.51574,0.071902
11.232109,0.093901
10.7998,0.071964
10.792089,0.092405
10.936028,0.053503
11.15743,0.134572
10.818021,0.052361
11.3942,0.164347
11.06703,0.132557
10.601701,0.072576
11.10762,0.049132
11.090489,0.110205
10.96397,0.053716
11.521101,0.090571
11.032529,0.110198
10.95392,0.075187
11.26821,0.187475
11.60225,0.185189
11.10406,0.110032
11.07906,0.074873
11.22365,0.110194
11.01564,0.080063
11.010341,0.110853
11.01268,0.11254
11.549399,0.181306
11.162251,0.112552
10.85805,0.061336
10.621611,0.052053
11.476099,0.153654
11.25737,0.098047
10.787569,0.098228
11.5124,0.179839
11.31353,0.18267
11.08714,0.079285
11.475559,0.185867
10.866261,0.088492
11.563041,0.150579
11.355961,0.121743
11.00756,0.120842
11.061221,0.110772
10.78894,0.053393
11.274709,0.121853
10.923429,0.090711
11.311001,0.155273
10.69983,0.06022
10.560241,0.04864
11.57268,0.153105
10.562321,0.06101
11.261681,0.150731
11.49734,0.153899
11.34123,0.169849
11.25546,0.120887
10.89566,0.062531
11.111111,0.12162
10.52742,0.059527
11.348021,0.114589
11.131391,0.138401
11.232059,0.115538
11.368131,0.137734
10.77198,0.086997
11.64487,0.168447
11.404769,0.066217
11.12845,0.091223
11.0492,0.095124
11.35347,0.179309
10.688921,0.081401
10.50406,0.069664
10.521001,0.096149
11.435479,0.131825
11.214439,0.098362
11.67568,0.173864
11.446679,0.128666
11.29578,0.174619
11.212589,0.128944
11.10113,0.119851
10.90912,0.098837
11.39591,0.172564
11.26351,0.170394
11.2407,0.089008
10.58165,0.099452
10.8378,0.087995
11.52674,0.189639
11.52464,0.188266
11.12001,0.142552
11.33502,0.062831
11.28488,0.168523
11.13203,0.139613
11.132669,0.107818
10.620851,0.079464
11.204629,0.147857
11.12065,0.147288
10.80409,0.072055
11.079559,0.080111
11.45323,0.140043
11.0038,0.140287
11.093301,0.135289
10.74515,0.059685
11.234179,0.137691
10.81905,0.099345
11.05142,0.137251
10.50438,0.057443
11.53159,0.046338
10.84412,0.082957
11.28893,0.169902
11.3269,0.133207
11.25984,0.166375
11.07188,0.139918
11.286649,0.146885
11.413409,0.099407
10.89464,0.09851
11.55631,0.123877
11.0317,0.130305
11.14801,0.124536
11.01583,0.122282
11.11711,0.084195
11.107161,0.134913
10.931,0.067396
10.83385,0.07533
11.24523,0.130482
11.141521,0.126398
11.052381,0.126342
10.75213,0.090645
11.421081,0.187103
11.668631,0.187804
11.21408,0.075285
10.65989,0.04238
11.17552,0.099758
10.910419,0.027665
11.0505,0.149654
10.86407,0.098564
10.65997,0.099971
10.87871,0.073362
11.03004,0.113275
11.22065,0.143075
11.108201,0.103039
11.44194,0.087249
10.53966,0.086855
11.32463,0.133975
11.279079,0.12916
11.062301,0.137789
10.89235,0.068939
11.466,0.165506
11.261761,0.131607
11.514469,0.13652
11.42764,0.13979
11.29206,0.135629
11.70698,0.167858
11.72508,0.166055
10.706539,0.080069
11.15097,0.140812
10.83301,0.081331
11.17482,0.140031
11.153361,0.132989
11.12955,0.028306
11.08812,0.133643
11.10407,0.103054
11.199261,0.103577
10.85937,0.070391
11.110001,0.146105
11.63356,0.189225
11.18257,0.050731
10.63867,0.043928
10.522449,0.075904
11.435679,0.18394
10.58046,0.068166
10.79289,0.087967
10.95854,0.097862
10.86054,0.053828
11.43152,0.097497
11.28304,0.095655
11.0604,0.101158
11.286439,0.17214
11.254569,0.139735
11.28054,0.10457
11.165741,0.141704
10.824241,0.067863
10.80998,0.049295
10.72439,0.092255
11.412129,0.178619
11.06671,0.124013
10.74966,0.05803
11.5771,0.167015
11.014569,0.123163
11.00129,0.057858
11.07368,0.140637
11.70852,0.170357
10.692201,0.070199
11.01608,0.056847
10.971429,0.068585
11.31765,0.112438
10.784549,0.047838
10.823621,0.071805
10.92377,0.079847
11.221311,0.142506
11.19252,0.062544
11.264689,0.060278
10.75529,0.022714
10.74816,0.098564
11.134089,0.04671
11.0224,0.128436
11.31037,0.077303
11.2751,0.118142
11.24591,0.1211
11.151791,0.117353
11.049069,0.069966
11.177509,0.144688
10.689409,0.074519
10.780589,0.074155
11.453509,0.156835
11.29791,0.123147
10.78308,0.07814
10.52559,0.078448
11.18213,0.095375
10.662101,0.020976
10.62843,0.03905
10.69406,0.094606
10.98108,0.053828
11.223741,0.141997
11.462529,0.12901
11.230589,0.075849
10.81975,0.067383
11.10442,0.143555
11.01766,0.10671
10.521721,0.057764
10.59141,0.085369
11.0522,0.141659
11.15575,0.079606
11.246519,0.099192
11.11345,0.13759
10.68111,0.079548
10.54775,0.080642
11.13076,0.103726
11.028221,0.138781
11.6034,0.148222
11.251361,0.10424
11.06029,0.111855
11.29004,0.101285
11.25531,0.103161
11.20724,0.113313
11.60489,0.173728
11.57408,0.175224
11.612241,0.180799
10.817341,0.083052
11.05007,0.139127
11.42624,0.139223
10.84444,0.092215
10.961981,0.072513
10.53316,0.082561
11.176609,0.128682
10.87296,0.082997
10.74174,0.092331
10.686549,0.054587
10.8335,0.092579
10.74396,0.083949
11.0008,0.049761
10.81605,0.066699
10.67602,0.024916
10.82254,0.092599
11.39151,0.176487
11.05256,0.133336
10.986399,0.080484
10.825971,0.066934
11.14505,0.114415
11.49068,0.125311
10.658381,0.080391
11.10918,0.133463
11.026409,0.133816
11.268641,0.067444
11.45335,0.131048
11.447949,0.129039
10.669291,0.06783
10.60561,0.030731
11.13676,0.132886
10.98032,0.049372
11.05917,0.027676
11.08399,0.112299
10.807509,0.074823
11.03193,0.128904
11.53025,0.111042
11.34905,0.081085
10.94879,0.099876
11.470559,0.110929
10.51813,0.076133
10.84847,0.080371
10.70142,0.092238
10.68959,0.093012
11.206629,0.080625
10.825391,0.047924
10.66254,0.057622
10.546209,0.07579
11.113521,0.135084
11.50007,0.171423
11.0591,0.07775
11.039789,0.148963
11.15631,0.138123
11.07195,0.068809
11.60428,0.139757
11.05412,0.136983
11.41184,0.135217
11.14258,0.132579
10.746679,0.084939
11.26737,0.164391
11.31093,0.179131
11.34847,0.189117
11.2516,0.134834
11.02031,0.070312
10.846489,0.047072
11.33015,0.15857
11.316629,0.172528
11.25424,0.090425
11.48726,0.184484
10.58812,0.093192
10.999629,0.098751
10.54637,0.087973
10.549569,0.087737
11.299729,0.187947
11.234589,0.101595
10.842529,0.053064
10.50821,0.076767
11.28922,0.172337
11.090449,0.103604
11.03024,0.103666
11.086409,0.103219
11.304609,0.126679
10.693231,0.092391
11.5356,0.173457
11.14566,0.076137
10.53072,0.079219
11.121481,0.085266
11.64597,0.073186
11.544149,0.086401
11.02047,0.085272
10.88014,0.03196
10.535509,0.069194
10.912669,0.07137
11.17246,0.141781
11.64486,0.171525
10.77238,0.068982
11.42379,0.171183
11.164161,0.048509
11.52912,0.198185
11.19254,0.14299
10.811231,0.069055
10.729361,0.048241
11.376449,0.161538
11.23422,0.103794
11.39929,0.174035
11.266749,0.167903
10.63841,0.033909
11.539409,0.033493
11.01487,0.102053
10.648371,0.037543
10.514,0.07913
10.90366,0.036793
10.68466,0.045997
10.72424,0.044868
10.85956,0.092423
11.430479,0.176178
11.25546,0.178859
10.58375,0.092027
11.55998,0.175026
11.406589,0.158841
10.583981,0.069893
10.836549,0.05403
11.50918,0.160581
11.05503,0.053909
10.58914,0.02057
10.518241,0.063296
11.54604,0.141043
10.88684,0.020781
10.641721,0.043679
11.275069,0.103432
10.56705,0.079713
10.553861,0.079979
11.166941,0.129236
11.50285,0.110934
11.270459,0.17258
11.31917,0.052048
10.58158,0.067302
10.891721,0.079866
10.58589,0.076351
11.294549,0.083139
10.52757,0.061484
10.83482,0.096
11.074619,0.137961
10.934319,0.080786
11.27102,0.113907
11.021721,0.11426
11.253281,0.143092
11.32044,0.135435
10.680221,0.090575
11.147201,0.088656
10.8234,0.09183
10.919429,0.087957
10.719509,0.022078
11.144549,0.0916
11.598141,0.196669
11.18554,0.099846
11.05256,0.138979
10.85315,0.056538
10.9234,0.056865
11.2939,0.098766
11.118041,0.132174
11.255489,0.097087
11.07896,0.062225
11.26063,0.099386
11.41291,0.173363
10.864881,0.091757
11.479239,0.166163
10.74498,0.098145
10.674509,0.090099
11.525841,0.175645
11.42758,0.132811
11.23314,0.123427
11.15243,0.148819
11.07314,0.124621
11.176539,0.14891
11.17791,0.133737
10.8303,0.083311
11.00523,0.125768
11.05984,0.11078
11.2408,0.109334
11.45422,0.184629
11.2538,0.106885
11.091741,0.09595
11.00618,0.110144
11.53023,0.079709
10.906459,0.049525
10.61051,0.050623
10.934389,0.068476
10.504069,0.068205
11.4919,0.180505
10.828281,0.080283
11.04702,0.070181
11.26345,0.180103
10.89748,0.044528
11.456649,0.185887
11.06632,0.077274
11.25054,0.167785
10.52637,0.085741
11.238409,0.138005
11.36409,0.166205
11.076769,0.134502
11.709419,0.138625
11.070049,0.138802
10.622931,0.083762
11.075409,0.112259
10.9959,0.050476
11.43786,0.170992
11.09281,0.135072
10.84761,0.0868
11.127351,0.101939
11.26847,0.112421
11.306459,0.181245
11.07424,0.089063
11.4186,0.187119
11.073609,0.134166
11.13862,0.103348
11.11221,0.111087
11.127851,0.089189
10.75916,0.022243
11.36747,0.186747
11.1815,0.112186
10.77222,0.03088
11.05917,0.113037
10.82262,0.076112
11.168561,0.031095
10.81849,0.096735
10.58472,0.087134
10.868031,0.097777
11.433929,0.149124
11.04285,0.096715
11.44834,0.176361
11.09219,0.142904
11.410469,0.104684
10.64983,0.050865
11.41864,0.104486
11.074699,0.087949
11.05867,0.087855
11.68848,0.192817
10.62571,0.074878
10.92083,0.032725
10.575469,0.08707
11.44298,0.168275
11.267429,0.167808
11.57315,0.15223
10.89662,0.086986
10.787529,0.033327
11.19993,0.10896
10.59495,0.090569
11.15954,0.14485
10.56103,0.068889
10.95708,0.085858
11.034639,0.085633
10.57127,0.060739
11.10487,0.118386
10.56353,0.083377
11.38208,0.135333
10.99754,0.059114
11.06469,0.135296
11.33512,0.170406
10.56299,0.048563
11.42774,0.079373
10.67851,0.047603
11.372869,0.174233
11.299489,0.174331
11.25163,0.041919
10.848161,0.0699
10.785009,0.046342
11.2931,0.14644
11.07877,0.126507
11.528201,0.123627
11.426129,0.13738
11.16985,0.121835
11.0557,0.121648
10.63295,0.021824
10.62413,0.075609
11.55142,0.195334
11.39555,0.14297
10.78762,0.078242
10.986069,0.054026
11.12847,0.112254
11.075009,0.053717
11.065281,0.078178
10.69561,0.05473
11.436539,0.076594
10.59779,0.078765
10.87159,0.04338
10.84568,0.075886
11.14179,0.053478
10.668781,0.06937
10.857181,0.047773
10.74142,0.08872
11.00588,0.079407
10.978849,0.091328
11.053901,0.082006
11.437819,0.17085
10.5115,0.099209
11.18904,0.020825
11.085489,0.112442
11.12265,0.114197
11.265181,0.103887
10.90318,0.098492
10.625391,0.098337
10.972249,0.064285
11.04505,0.142614
11.29764,0.170798
11.52465,0.085042
11.046459,0.022835
11.15766,0.023838
11.33762,0.088464
10.936628,0.099826
10.5646,0.082402
11.410649,0.189419
10.629941,0.02188
11.64428,0.177098
10.8338,0.060709
10.76905,0.093177
10.63502,0.093775
10.80145,0.023504
11.15242,0.133064
10.724429,0.0953
10.646449,0.094258
11.328811,0.173521
11.08878,0.12896
10.511021,0.061955
11.35258,0.189696
10.7753,0.067168
11.504789,0.191101
10.66948,0.096437
10.805181,0.033341
11.06491,0.114917
10.5197,0.055979
11.14555,0.063659
10.96792,0.024622
11.274779,0.149533
10.668521,0.074951
11.29991,0.107762
11.2899,0.102706
11.05843,0.085427
11.004509,0.103085
11.416049,0.170755
10.95214,0.086715
10.67421,0.096892
11.67302,0.167176
10.52757,0.068303
11.18227,0.13222
11.19448,0.108912
10.79635,0.049429
10.810261,0.07469
11.274139,0.107962
11.256189,0.099893
11.62765,0.193985
10.62773,0.036499
10.825721,0.059195
11.237249,0.10896
10.86682,0.076329
11.11673,0.139993
11.04148,0.140593
11.289789,0.176518
10.67593,0.074144
11.37185,0.176586
11.484839,0.133817
11.169141,0.080246
11.09725,0.135277
11.072629,0.13889
11.053921,0.139747
11.25462,0.140157
11.09815,0.129336
10.809529,0.082341
11.00306,0.138033
11.277549,0.1285
11.357921,0.136151
11.343861,0.085913
11.25096,0.157485
10.738629,0.067785
10.74858,0.085745
11.30157,0.163007
10.70872,0.085344
11.237989,0.084753
11.35141,0.17607
11.02357,0.135834
11.101181,0.113669
10.83935,0.082058
11.26638,0.173038
10.88915,0.049607
11.449449,0.081802
11.131941,0.113117
11.45162,0.112097
11.42406,0.183384
11.035729,0.070729
11.148561,0.133898
10.650221,0.087118
11.17022,0.111783
11.2609,0.108221
10.65542,0.070594
10.799809,0.08905
11.35772,0.184946
11.32607,0.172715
10.98282,0.089655
11.02758,0.110553
11.191021,0.090899
11.2008,0.05068
10.50877,0.053597
11.0996,0.091987
11.17707,0.051062
10.844009,0.093152
10.75496,0.092624
11.006,0.09671
10.994789,0.092032
11.0284,0.112542
11.20364,0.132088
10.84479,0.094769
10.58934,0.088908
10.828011,0.033316
11.38232,0.152269
11.40428,0.149678
10.757,0.050197
11.35006,0.142958
11.006869,0.140109
10.976139,0.08837
11.162291,0.069361
10.955999,0.069688
10.84337,0.097572
11.19999,0.131515
11.31668,0.097538
11.234309,0.121708
10.9313,0.090299
10.83572,0.091389
10.57286,0.061415
11.20716,0.105638
10.67636,0.052032
10.88775,0.048184
10.8416,0.069532
11.03103,0.060488
11.50033,0.165782
10.746109,0.050784
10.59424,0.048074
11.20195,0.103942
11.178,0.12674
10.73132,0.048522
11.02348,0.079529
11.00705,0.124188
11.18005,0.127016
11.027301,0.135194
10.78618,0.027164
11.006579,0.140359
10.525921,0.0615
10.79039,0.081264
11.31708,0.163327
11.13925,0.102165
11.58726,0.198424
11.33682,0.178646
11.33992,0.176696
11.174089,0.126951
11.593981,0.101143
10.75115,0.043019
11.45173,0.139494
11.090321,0.138461
11.28876,0.176385
11.611731,0.174448
11.06561,0.143273
11.61231,0.144373
11.04369,0.055017
11.60259,0.068327
11.1946,0.093308
11.14677,0.114138
11.15209,0.112812
11.35157,0.179488
10.658141,0.078243
10.73109,0.065273
11.05373,0.118125
11.54723,0.15367
11.120281,0.132831
10.887609,0.075935
11.06007,0.075595
11.06159,0.111395
11.24887,0.090895
10.566629,0.063812
11.07195,0.140614
11.0721,0.138977
10.64627,0.075976
11.18432,0.141168
10.70803,0.099437
10.78239,0.05921
11.13487,0.144089
10.84429,0.021279
11.017,0.132398
11.25161,0.147243
10.864201,0.087237
11.59929,0.171173
10.98912,0.099946
10.614181,0.086554
10.646729,0.086605
10.92266,0.045603
11.5359,0.17518
11.56624,0.171682
11.44094,0.171661
10.698821,0.022211
11.3396,0.136963
11.60867,0.187026
11.188181,0.09245
10.67525,0.021987
11.448429,0.187439
10.693951,0.049624
10.89697,0.061562
10.752649,0.089088
10.8406,0.026082
11.436679,0.166673
11.30487,0.165778
11.283629,0.1469
11.1694,0.122129
11.28114,0.133654
11.58569,0.112535
10.88236,0.063024
10.86948,0.074754
11.214069,0.132333
10.768741,0.063566
11.06273,0.063404
11.07092,0.063586
11.163371,0.146762
10.68879,0.063276
11.293261,0.166988
11.166141,0.109918
11.55433,0.186702
11.51531,0.132095
11.22428,0.130096
11.10614,0.074609
11.414589,0.159924
11.63294,0.196607
11.604469,0.167353
11.53762,0.100419
10.926229,0.099037
11.30795,0.175792
11.177341,0.101503
11.275209,0.102253
10.834849,0.080054
11.31407,0.164861
11.481999,0.1315
11.447489,0.164942
11.121441,0.131409
11.188661,0.074664
10.75212,0.045851
10.61466,0.077626
11.3561,0.176941
10.576519,0.099928
10.7055,0.078804
11.01771,0.131891
11.25091,0.161805
11.268391,0.102407
11.55097,0.1617
11.09856,0.121958
11.356489,0.138472
10.50482,0.049602
10.56209,0.049958
11.0123,0.125941
11.19619,0.137731
10.79924,0.085134
11.02577,0.140629
11.436668,0.138271
