mass,z
10.52904,0.081303
10.5818,0.090942
11.08931,0.081604
11.48898,0.176567
10.88831,0.082415
11.32715,0.176782
11.38913,0.173199
11.0858,0.084395
10.85301,0.050164
11.43032,0.163375
11.00861,0.065376
10.90348,0.064237
11.416039,0.06529
11.388101,0.176722
11.470019,0.161408
10.72063,0.0844
10.56982,0.077441
11.10807,0.144421
11.18698,0.143805
11.02425,0.128735
10.75106,0.087213
11.021701,0.144158
10.62149,0.086077
11.63293,0.172495
11.10347,0.092811
10.83478,0.099097
10.69242,0.096411
11.33179,0.111132
11.121711,0.09516
11.32957,0.10504
10.678381,0.077565
11.17027,0.144009
10.581301,0.077279
11.39062,0.17899
10.91398,0.095997
11.21725,0.109299
11.18948,0.126048
11.204669,0.124668
11.313361,0.16144
10.889669,0.066411
11.40718,0.039146
10.86505,0.033823
10.667191,0.038387
11.36271,0.162176
11.15905,0.122693
11.117061,0.126754
11.03486,0.112944
10.911301,0.050852
11.432019,0.169113
10.62447,0.056866
11.01377,0.101899
11.42007,0.112047
11.14543,0.133911
11.03706,0.076771
10.64811,0.090605
10.863001,0.09098
10.8599,0.076271
11.181341,0.126741
10.900579,0.051055
10.51099,0.054763
10.771629,0.077745
11.10105,0.138114
11.272909,0.126889
10.5598,0.024477
10.82913,0.093624
10.770709,0.059928
11.18918,0.076137
10.674049,0.095835
10.848141,0.062708
11.2716,0.149785
11.327001,0.16513
10.76858,0.063277
10.619281,0.08862
11.36841,0.181541
11.140161,0.063615
10.810881,0.085802
10.692321,0.085874
11.067181,0.142821
10.788409,0.092099
11.210549,0.12226
11.33686,0.144206
11.004169,0.14401
11.34933,0.148405
11.546579,0.181386
11.30075,0.089895
11.50266,0.157928
11.341041,0.143312
11.313281,0.10383
10.76456,0.067819
11.325211,0.132335
11.536579,0.131218
10.90036,0.098062
11.01853,0.131773
11.368371,0.133819
11.06407,0.134566
10.57105,0.040498
10.977769,0.085038
11.01379,0.132375
11.121691,0.14442
11.04994,0.132103
10.93332,0.088557
11.318621,0.177863
11.3331,0.145433
11.232629,0.057795
10.74084,0.09089
10.88503,0.096917
10.853041,0.057704
11.28124,0.182306
11.56246,0.19386
11.108801,0.128106
11.173861,0.086127
10.9202,0.085755
11.35768,0.087233
10.725281,0.082546
11.437349,0.174057
10.89395,0.072438
11.162301,0.110113
10.51685,0.037657
10.91335,0.098747
11.19469,0.078796
11.2001,0.109978
11.231999,0.077486
11.46232,0.182355
11.33515,0.066907
10.861791,0.079835
11.399549,0.079587
10.588181,0.066813
11.04187,0.13195
11.0408,0.131568
11.1731,0.131089
11.33772,0.115852
11.325101,0.114698
11.13521,0.131435
10.5537,0.082327
10.69993,0.09418
11.061141,0.106862
11.252649,0.153428
11.07539,0.097042
10.649509,0.072227
11.3255,0.121942
11.42861,0.053486
11.324821,0.08917
10.68021,0.088541
10.533,0.088406
10.92393,0.096679
11.60904,0.080082
10.716749,0.061088
10.54358,0.054575
10.542049,0.069418
11.272229,0.09765
11.38432,0.152646
11.484169,0.184032
11.13695,0.140123
10.68973,0.097465
11.118881,0.097982
11.036289,0.116043
10.63075,0.078066
10.63125,0.09626
10.81744,0.097327
10.861382,0.09862
11.292029,0.09638
10.7296,0.088898
11.29709,0.140009
11.581921,0.079155
10.52369,0.062675
11.18141,0.06246
11.028971,0.071313
10.95688,0.084408
10.55361,0.085758
11.2515,0.16191
11.135221,0.08484
11.30686,0.101988
11.29311,0.141649
10.87926,0.063598
11.04786,0.084721
10.534649,0.06684
10.756749,0.067445
11.034529,0.068059
10.55937,0.063389
11.297449,0.180232
10.5226,0.040883
10.78831,0.066978
10.594569,0.040702
11.423141,0.176322
11.18625,0.116863
11.17795,0.116635
11.46799,0.138434
10.95276,0.085909
10.80478,0.086354
11.320161,0.17596
11.284789,0.140215
10.700689,0.054905
11.30015,0.168572
11.284629,0.140624
10.695781,0.037418
10.614341,0.09085
11.34331,0.134346
10.93197,0.089269
11.056409,0.141695
10.76007,0.063612
11.00168,0.091798
11.20517,0.091496
10.65948,0.078682
10.574329,0.091251
10.56628,0.087541
10.51201,0.08835
11.188291,0.108813
11.111271,0.125233
11.258841,0.18892
11.07033,0.08704
10.67872,0.027294
11.09159,0.079331
10.898641,0.088665
10.91212,0.076505
10.57028,0.085854
11.14654,0.135774
11.63805,0.059065
10.935749,0.058063
10.50283,0.058745
11.206889,0.112775
11.294609,0.135074
10.68419,0.059404
10.7669,0.090653
11.447579,0.06009
11.26482,0.037897
11.14283,0.102869
10.53598,0.057979
11.420529,0.152726
10.779869,0.063179
10.529321,0.081214
10.86659,0.063695
10.530789,0.040839
10.568241,0.098549
11.188961,0.040778
10.68527,0.041866
10.55887,0.039304
11.25787,0.06396
11.01208,0.061994
10.69556,0.080356
10.91318,0.080977
11.06781,0.145507
10.687181,0.0995
11.158831,0.142522
10.57395,0.076275
11.21712,0.080577
11.61425,0.125564
11.05634,0.127585
11.275629,0.136869
11.168621,0.073413
11.42627,0.077884
10.651721,0.065726
10.84774,0.059273
10.75528,0.077999
10.643681,0.075108
10.712529,0.072966
10.84856,0.094728
10.672549,0.069845
10.59339,0.077356
10.955589,0.094993
11.206129,0.095156
11.28852,0.09929
11.22989,0.066514
10.808351,0.099588
10.75606,0.09526
10.52629,0.09488
11.58085,0.071142
11.0298,0.109699
11.361861,0.165149
11.35498,0.070748
11.10749,0.095196
10.6696,0.085844
10.60311,0.059126
10.55101,0.068308
11.01505,0.149565
11.21095,0.135882
11.31912,0.102057
11.218241,0.091766
10.5414,0.0896
11.31177,0.180123
11.18614,0.144231
11.063041,0.078254
11.206079,0.099229
10.91346,0.080293
10.80948,0.098671
11.05407,0.126309
11.42351,0.126531
10.716249,0.063342
10.93938,0.040402
10.59074,0.040178
11.044449,0.129997
11.127891,0.143858
11.35711,0.162732
11.016,0.060551
11.13693,0.12402
11.41829,0.117113
11.32283,0.183639
11.31277,0.188191
10.62009,0.043732
11.108891,0.125695
10.904399,0.073925
10.64697,0.08867
11.15579,0.145077
11.33438,0.167454
11.40352,0.146022
11.103981,0.145755
10.665841,0.078914
11.376329,0.147797
10.62843,0.091404
11.10957,0.145344
11.299479,0.112626
10.698921,0.07251
10.703569,0.07306
11.15297,0.090823
10.653281,0.071924
11.08437,0.070928
11.04616,0.109754
11.5788,0.163763
10.83016,0.089527
10.95542,0.076343
10.52585,0.08686
10.92711,0.087117
11.25164,0.125435
11.39006,0.189343
10.96889,0.088502
10.78197,0.088517
11.079459,0.102605
11.02721,0.102806
11.46104,0.145399
10.54923,0.088646
10.528581,0.078035
10.726749,0.064764
10.54548,0.078615
11.47512,0.179886
11.224,0.126124
10.65477,0.09336
10.513201,0.064054
10.946909,0.062158
11.14681,0.064625
10.802469,0.077697
10.92395,0.09276
10.767361,0.038861
10.75423,0.039972
11.367201,0.147236
11.121651,0.078095
11.609961,0.036604
11.08893,0.092441
11.3526,0.135653
11.31347,0.182084
10.520981,0.081146
11.03391,0.136998
11.231509,0.137113
11.15968,0.138128
10.895321,0.080906
11.480399,0.154664
10.65097,0.090694
10.69805,0.040688
11.191061,0.078867
11.246819,0.116455
11.020141,0.06635
11.06879,0.093011
11.02173,0.117469
11.38703,0.139907
11.04268,0.148611
10.57936,0.08695
11.55956,0.19028
10.90698,0.091825
11.30273,0.110526
11.5907,0.149211
11.26635,0.151981
11.08402,0.145875
10.673281,0.049695
10.539089,0.090912
10.59996,0.092013
11.263,0.077671
11.123322,0.099147
11.01973,0.090894
10.71433,0.077529
11.589469,0.119019
11.542649,0.15066
10.777469,0.096822
10.72925,0.094927
11.654,0.197894
11.2967,0.107104
11.125861,0.05937
10.695251,0.059565
10.54514,0.091449
11.35142,0.177494
10.58986,0.027626
10.58016,0.087544
10.892469,0.091456
11.35313,0.089396
11.414989,0.166326
11.521141,0.194299
11.05433,0.103175
11.4,0.144734
11.511941,0.173758
11.021061,0.145603
10.705729,0.039312
11.034049,0.100535
11.31986,0.126575
10.56597,0.063177
11.274408,0.117184
10.551061,0.081061
11.311881,0.179808
10.76999,0.063386
10.56001,0.098862
10.950449,0.064904
11.56813,0.098954
11.036489,0.146565
10.97234,0.09281
11.11964,0.147102
11.3443,0.146577
10.71098,0.036824
10.551781,0.092807
11.412539,0.12758
11.31474,0.181142
11.05785,0.126148
11.19041,0.147185
11.16608,0.146832
11.320081,0.151703
11.446039,0.154116
11.114241,0.081112
11.7014,0.147972
11.296329,0.187208
11.02612,0.07812
10.92833,0.045199
10.573609,0.079285
11.114201,0.143298
11.04433,0.106252
11.33501,0.158269
11.17206,0.143562
11.167371,0.149599
10.74387,0.079636
10.58864,0.04378
10.7225,0.047899
11.472839,0.164506
11.298961,0.080672
10.796529,0.059063
11.55968,0.16568
10.840429,0.091977
10.82013,0.084046
10.789579,0.084038
10.88129,0.084385
11.285409,0.107911
10.625231,0.099548
11.272389,0.148707
11.47026,0.147179
11.39991,0.150594
11.30169,0.150962
11.0079,0.094395
10.831429,0.075146
11.36377,0.083507
11.07982,0.070667
11.002449,0.112282
10.62009,0.078578
11.289459,0.090263
10.71925,0.091206
11.230589,0.08847
10.941429,0.087189
11.43856,0.126032
11.004469,0.064804
11.41702,0.160928
11.53593,0.139622
11.07348,0.087198
11.105181,0.118399
11.03706,0.137104
11.641761,0.136193
10.76714,0.024555
11.244809,0.060913
10.650021,0.069351
11.712729,0.177321
11.32549,0.188877
11.2207,0.117443
11.279579,0.147931
11.41371,0.156518
11.09658,0.100041
11.45076,0.145277
11.229549,0.09216
11.198241,0.142696
11.101861,0.147591
11.21276,0.147686
10.63493,0.064715
11.062221,0.127212
11.31201,0.153187
11.21608,0.127236
10.64418,0.090741
11.33801,0.152549
11.02595,0.098531
11.398841,0.145631
11.477019,0.180042
11.34007,0.148201
11.0075,0.099426
11.06703,0.127431
10.70795,0.075827
11.13496,0.129435
11.35906,0.149957
10.825371,0.078504
10.63146,0.057722
11.28996,0.151484
11.41393,0.08082
11.586889,0.195647
11.051721,0.140505
10.503341,0.075852
10.84885,0.081586
10.638121,0.035238
10.613971,0.081465
10.71537,0.055745
11.50569,0.151414
11.22857,0.142782
11.523921,0.151732
11.37166,0.156436
11.39705,0.156601
10.82955,0.064577
11.41734,0.15584
11.45276,0.139552
11.010921,0.140139
11.229409,0.117564
10.76883,0.066575
11.01423,0.117005
11.00998,0.140453
11.440689,0.078361
11.38875,0.181065
11.071469,0.148114
11.29436,0.160978
11.05044,0.143382
10.865341,0.077613
11.442749,0.143165
10.747789,0.077098
11.472639,0.146807
11.39656,0.181164
11.41082,0.159482
10.99688,0.096346
10.904129,0.077795
10.881941,0.077908
10.70404,0.095139
10.651041,0.072012
11.028661,0.095355
11.24305,0.145417
10.618921,0.078746
10.677629,0.078335
11.29777,0.154035
10.878941,0.096768
11.05803,0.053953
10.95492,0.060257
11.065121,0.142324
10.567341,0.08087
11.46733,0.186172
10.738529,0.095999
11.261221,0.078431
11.07026,0.139876
11.482009,0.094465
11.396509,0.093524
11.6762,0.185149
10.92429,0.093232
10.91725,0.086653
10.65501,0.095311
10.78568,0.071115
10.50508,0.06691
11.002489,0.075948
10.50354,0.086448
11.077049,0.076277
11.584889,0.083006
11.318841,0.151254
10.8899,0.096959
11.482029,0.147155
11.06618,0.115317
11.12951,0.07715
11.40018,0.085307
11.30278,0.149177
10.52291,0.081824
11.328481,0.179695
11.29584,0.18619
11.478849,0.085649
11.636829,0.082496
10.7979,0.083595
11.5149,0.192456
10.80359,0.077138
10.55353,0.052486
10.5046,0.062108
11.06403,0.06199
11.010341,0.138136
11.26177,0.165985
10.704849,0.078625
11.42523,0.077971
11.015241,0.131737
11.25666,0.086457
11.098241,0.130617
11.26552,0.130064
10.84109,0.086233
10.653621,0.086446
11.69989,0.196836
10.970129,0.096405
10.786209,0.086833
11.07321,0.068886
11.28197,0.164115
11.2575,0.164349
11.11413,0.145125
11.55437,0.122264
10.73998,0.0717
11.45346,0.113757
11.470889,0.046058
10.55268,0.085949
11.04181,0.066735
10.91282,0.079934
10.5156,0.033317
10.959949,0.082579
11.06264,0.071125
11.601061,0.153862
10.75231,0.075514
11.54305,0.092963
11.195221,0.10508
10.602201,0.086006
10.94399,0.091402
10.9139,0.085413
10.515321,0.085437
11.37566,0.082959
10.84891,0.076562
11.163581,0.129975
11.148221,0.123729
11.21299,0.078561
11.04133,0.123362
11.023181,0.101929
10.60025,0.090974
10.79423,0.062318
10.56271,0.077564
10.56404,0.091362
11.39297,0.189054
10.80711,0.090779
10.96635,0.077682
10.74418,0.056655
10.53362,0.077118
10.57831,0.081208
11.28206,0.103179
11.070809,0.126199
10.551221,0.083628
10.591881,0.095701
10.866469,0.095638
10.508121,0.068153
11.52795,0.186705
11.39851,0.18926
11.236259,0.083144
10.978649,0.082359
11.158321,0.128061
11.04023,0.082897
11.02519,0.069355
11.10562,0.068378
10.770729,0.082534
11.01674,0.068831
11.081961,0.128135
10.59768,0.085302
10.81344,0.075981
10.91292,0.087285
10.99822,0.069759
10.72917,0.069588
10.56693,0.074103
10.51614,0.071764
11.41874,0.072717
11.301061,0.151548
11.02642,0.144627
10.63581,0.07002
11.66489,0.154064
11.30072,0.113958
11.433949,0.143697
11.151101,0.046118
10.88096,0.070961
10.71228,0.095177
11.633161,0.084825
11.651111,0.166202
11.4999,0.165959
10.87029,0.060156
11.101231,0.086925
10.608161,0.0678
11.17625,0.115268
10.89873,0.082637
11.234049,0.070528
11.005469,0.113634
11.55215,0.130437
10.59962,0.070106
11.55718,0.086109
10.786869,0.052043
10.85061,0.035308
11.076109,0.142943
11.121231,0.127432
11.63911,0.143099
11.19021,0.13768
11.213861,0.13813
11.45386,0.13882
11.628151,0.136165
11.266669,0.083943
10.602429,0.040158
10.89604,0.094694
10.63472,0.036082
11.11011,0.117892
11.03312,0.083343
11.02007,0.113551
10.62213,0.067026
10.508861,0.094207
11.319261,0.159846
10.75157,0.074579
11.48892,0.151558
10.84099,0.075004
11.18604,0.080717
10.84558,0.076228
10.897409,0.075563
11.490409,0.113521
10.851281,0.046169
10.83364,0.071897
11.10387,0.099527
11.33501,0.172297
11.13202,0.042282
10.75091,0.071999
10.85077,0.096788
10.95383,0.083472
10.550361,0.084657
10.92718,0.094994
10.57862,0.085803
11.406169,0.178119
11.26871,0.150141
11.29294,0.168459
11.294689,0.150501
11.689529,0.166275
10.938999,0.085025
10.59531,0.078001
11.17911,0.138377
11.158261,0.087439
11.5591,0.184253
10.7936,0.061861
10.705609,0.081609
11.34737,0.060946
10.70752,0.083885
10.736619,0.085215
10.60679,0.085768
11.006909,0.021315
10.97135,0.07728
10.618021,0.087508
11.13807,0.124496
11.0578,0.132969
10.8927,0.092667
11.06281,0.138745
11.112081,0.141611
11.162101,0.093989
10.89952,0.093531
10.50506,0.084638
11.02297,0.06696
11.37388,0.175364
11.125271,0.124951
11.449749,0.178385
10.983419,0.063001
10.975509,0.071161
10.85843,0.069136
11.055381,0.086807
10.5696,0.077553
11.22967,0.07077
10.79885,0.088201
11.19145,0.141568
11.7062,0.150207
11.118811,0.142426
11.58171,0.172715
10.643681,0.088368
10.76763,0.069699
11.04754,0.132354
10.73564,0.08784
11.120871,0.086466
11.083509,0.069796
11.01013,0.148618
11.173161,0.113753
11.28101,0.139282
11.089399,0.14217
10.57004,0.084363
11.00746,0.121572
11.04068,0.136789
10.683801,0.083092
11.43592,0.13848
11.10227,0.140716
10.71452,0.08532
11.12287,0.139958
11.31505,0.165617
11.10074,0.139392
11.34017,0.124046
10.888901,0.077326
10.62959,0.077017
11.24309,0.06365
11.17584,0.142438
11.688961,0.186442
11.40208,0.187598
10.90158,0.084879
11.05595,0.085389
10.511301,0.046854
11.73014,0.190409
11.11672,0.092987
10.539,0.084944
11.318901,0.131273
11.11421,0.11168
10.935909,0.084433
11.01053,0.086622
10.716709,0.071552
11.470659,0.154177
10.691051,0.088794
11.391921,0.153457
11.216539,0.110497
10.669291,0.081148
11.058741,0.082363
10.777649,0.092714
11.14727,0.129734
10.839129,0.092688
10.624261,0.065052
10.532969,0.082538
10.84339,0.092555
10.56531,0.053888
11.125131,0.030411
11.02107,0.097997
10.772479,0.079604
11.59408,0.070153
10.713921,0.080683
11.10281,0.08111
11.482229,0.179063
11.165211,0.131004
11.218321,0.143853
10.865161,0.099221
10.75383,0.084608
10.596529,0.077406
10.914129,0.085845
11.10258,0.062949
10.65629,0.084835
11.04183,0.140345
10.763,0.085367
10.73278,0.086038
11.4647,0.124329
10.83764,0.077199
10.6169,0.085543
11.05559,0.121792
10.884549,0.085243
11.185281,0.037544
11.58774,0.171374
10.6084,0.085672
11.08066,0.091965
10.52639,0.069509
10.971459,0.066347
10.68101,0.072059
10.71628,0.093204
11.0149,0.064392
10.66687,0.070868
11.55912,0.154009
10.70034,0.071015
10.624841,0.062976
10.627781,0.020414
11.25264,0.159939
10.76089,0.086621
10.805381,0.085371
11.07397,0.069408
10.761121,0.081893
11.20295,0.139462
11.201429,0.098193
11.074459,0.145225
11.31629,0.182132
11.29912,0.156101
11.21307,0.121318
11.36845,0.113064
11.288381,0.113489
11.09177,0.08698
11.46856,0.180901
10.87434,0.089303
11.4677,0.180482
11.14511,0.089023
10.777589,0.092475
10.72366,0.056579
11.29844,0.152744
11.336229,0.176075
10.791181,0.080013
10.59694,0.09121
10.61054,0.065202
11.606589,0.17916
11.08806,0.023932
10.73096,0.058169
11.079469,0.056734
11.63682,0.117027
11.06289,0.117213
11.68635,0.168075
11.306069,0.143045
11.703429,0.114055
11.123131,0.124369
11.05494,0.115572
11.29291,0.087131
11.7179,0.149857
11.32263,0.179843
11.30581,0.180257
11.198251,0.145904
11.03778,0.058588
11.239419,0.149445
11.122311,0.143003
10.96452,0.067148
11.28734,0.141695
11.044169,0.134895
11.480449,0.10749
10.60699,0.066332
10.577429,0.097106
11.01731,0.057518
11.289009,0.113133
11.13343,0.114584
11.27988,0.109016
11.1055,0.103583
11.159321,0.114725
11.0495,0.13902
11.565241,0.087001
11.116,0.062409
11.08346,0.107211
11.48179,0.162733
11.372589,0.114395
11.14202,0.115392
10.707649,0.092625
11.37318,0.173837
11.547729,0.17369
11.38494,0.147772
11.119801,0.111999
11.0291,0.115911
11.12217,0.095626
11.521441,0.114537
10.953429,0.078922
11.004539,0.098572
11.0879,0.148077
10.732659,0.078703
11.19749,0.09868
11.236899,0.113735
11.272209,0.147446
11.37144,0.096306
10.920609,0.09426
10.784709,0.083006
11.623001,0.122435
11.34856,0.158857
10.853291,0.027911
10.911409,0.060809
10.926549,0.062435
11.41725,0.061065
11.30379,0.059739
10.61406,0.0868
10.736289,0.061765
11.30608,0.115457
11.70738,0.111897
11.15093,0.119475
10.529469,0.056724
10.66475,0.045821
11.37958,0.177504
11.36579,0.151409
11.313931,0.180825
10.69937,0.076917
11.110781,0.110423
11.472249,0.155211
11.27216,0.109757
11.43328,0.133852
10.61052,0.079773
11.26368,0.110504
11.15087,0.108591
11.065101,0.133744
11.0715,0.116576
11.058001,0.117445
11.2521,0.110822
10.79308,0.080958
11.36235,0.133381
11.22755,0.140668
11.72295,0.113586
10.721121,0.083399
10.610121,0.08523
10.63714,0.085878
10.597341,0.086568
11.17823,0.118431
10.52957,0.093033
10.59595,0.091048
10.75887,0.025633
11.05383,0.119499
11.060321,0.086972
11.305921,0.113071
10.67995,0.080543
11.236289,0.109941
11.07036,0.114443
11.24393,0.115159
10.65044,0.084604
10.779779,0.087698
10.626181,0.08321
10.72725,0.095896
10.93336,0.078953
11.570609,0.079848
11.384769,0.15386
10.893801,0.094506
11.021721,0.108531
11.21567,0.147143
11.182381,0.146403
11.05072,0.109243
11.41713,0.131892
10.55924,0.058506
10.71308,0.079333
11.01974,0.118749
10.87614,0.056551
10.72391,0.056502
10.553221,0.071061
11.347509,0.155187
10.76885,0.05554
11.68762,0.156303
10.677361,0.079339
11.28294,0.132573
11.16651,0.1327
11.4813,0.154918
10.80572,0.084941
10.71582,0.094888
11.158181,0.125758
11.252609,0.167686
11.33127,0.159682
11.265121,0.096359
10.834579,0.063337
11.13301,0.123576
10.698101,0.073426
10.55544,0.026842
11.17797,0.143594
10.51439,0.063692
10.59285,0.057648
10.56682,0.085755
11.14513,0.113618
10.767241,0.087087
11.03418,0.112083
11.12604,0.120227
10.916449,0.094815
11.37988,0.095107
10.54775,0.079197
11.206949,0.128627
10.53388,0.094565
11.503241,0.146997
11.367861,0.179135
11.129661,0.086907
10.930779,0.054555
11.26395,0.145494
11.22499,0.133453
11.161871,0.086762
10.60073,0.086525
10.62061,0.085503
10.5462,0.086603
10.62049,0.087393
11.19591,0.086573
10.56009,0.090003
11.160251,0.099317
11.10269,0.09918
10.725221,0.096606
10.620561,0.060115
10.574249,0.088414
11.240399,0.139285
10.69555,0.039992
11.10075,0.045575
11.05704,0.132862
10.92589,0.084164
10.95927,0.086489
11.18861,0.092767
10.574909,0.08395
11.16662,0.105349
11.178101,0.140745
10.65375,0.079742
11.387409,0.107659
10.806549,0.063018
11.13466,0.109306
11.35646,0.159972
11.079609,0.140268
11.58074,0.160622
10.81515,0.079168
11.276309,0.162783
11.671901,0.141133
11.56467,0.186304
10.818561,0.079565
11.603081,0.182499
10.59088,0.083063
10.87638,0.078481
11.434999,0.131244
11.522921,0.181317
11.36672,0.180893
11.32665,0.180924
10.507469,0.024118
11.036149,0.107094
11.26277,0.143363
11.27218,0.111872
11.070889,0.100968
10.96715,0.059577
11.37119,0.101341
11.06416,0.147029
11.436309,0.09267
10.68983,0.089259
11.07807,0.112153
11.15771,0.104352
11.083961,0.118473
10.57498,0.093042
11.05315,0.130421
11.01274,0.054851
11.13614,0.112883
11.40072,0.179674
11.48,0.10406
11.27185,0.122845
11.012589,0.11999
11.57292,0.172254
11.02274,0.122382
11.05397,0.147543
11.03024,0.08015
10.84716,0.055788
10.63094,0.054853
11.29844,0.147235
11.04144,0.123403
11.21147,0.123186
10.58899,0.065343
11.19947,0.037978
11.115891,0.133506
10.5808,0.065224
11.18356,0.13294
11.405479,0.065523
10.999889,0.070999
11.034749,0.131164
11.21319,0.131662
11.377409,0.152854
10.57118,0.064508
10.78316,0.062997
11.05765,0.06427
11.55926,0.190933
11.086679,0.138894
11.25117,0.15508
11.164701,0.08037
10.59303,0.081646
10.849469,0.06266
10.838161,0.080907
11.14721,0.096652
11.71933,0.169373
10.81341,0.086876
11.658141,0.167684
11.096029,0.124854
11.324881,0.160506
11.195971,0.125356
10.910489,0.062426
11.21628,0.134858
11.64452,0.156796
11.06616,0.134784
11.528241,0.196589
10.704439,0.096367
11.190881,0.096089
11.68047,0.053727
11.180429,0.148158
11.02917,0.077587
11.23175,0.071897
10.99152,0.081913
10.56275,0.054366
10.904929,0.054395
11.18095,0.145939
10.746209,0.089184
10.76189,0.078359
10.876029,0.084439
11.04002,0.089043
11.34233,0.16166
11.60946,0.142948
11.12942,0.116129
10.937269,0.091065
11.009069,0.117412
11.395061,0.107794
11.397881,0.181099
11.12646,0.14584
10.571529,0.087669
11.237669,0.086076
10.66401,0.090294
11.478569,0.145211
11.525371,0.132643
11.48858,0.149084
11.221901,0.072602
11.01436,0.149309
10.613941,0.064873
10.537449,0.075098
10.88774,0.053705
10.83153,0.087337
10.942649,0.054306
10.796029,0.082928
11.22735,0.119789
10.75833,0.086659
11.26731,0.103817
10.755381,0.062768
11.470069,0.1602
11.284809,0.082697
11.48315,0.159579
11.116449,0.122338
11.10579,0.141214
11.36275,0.154818
11.414649,0.140942
11.434949,0.159265
11.02853,0.139349
11.13343,0.138686
11.096649,0.139489
11.26432,0.174756
10.85999,0.058321
11.41984,0.08232
11.22917,0.05662
10.627081,0.060376
11.30971,0.15973
11.27394,0.159562
11.30859,0.189402
10.58158,0.066299
11.13149,0.058875
10.72503,0.090237
11.15763,0.113748
11.335609,0.114265
11.690881,0.147153
11.051381,0.103769
11.01368,0.148365
10.851881,0.068973
11.33996,0.103982
10.863301,0.054653
11.112081,0.148938
11.01035,0.080844
11.22994,0.119032
11.16561,0.120475
11.006539,0.023416
11.099569,0.140323
11.576459,0.084186
11.35303,0.146617
10.785409,0.093155
11.184669,0.13193
11.31031,0.121167
11.04213,0.121535
11.31929,0.174498
10.709539,0.069631
11.21879,0.133904
10.66691,0.098203
10.57537,0.070386
10.965301,0.05558
11.193221,0.149243
11.26282,0.132981
11.30452,0.131552
11.74373,0.191952
11.09481,0.13281
11.021021,0.122259
10.79622,0.065313
11.721081,0.135152
11.133281,0.069107
11.02915,0.132524
10.61656,0.056399
10.71847,0.061963
11.450609,0.130745
10.75302,0.063179
11.118382,0.13176
11.34995,0.188766
11.02087,0.036172
10.50864,0.067193
11.51629,0.155301
11.01735,0.062225
10.51046,0.068478
11.52257,0.130257
10.868341,0.075364
10.56912,0.095511
11.09276,0.081091
11.08034,0.082814
11.07008,0.083138
10.91831,0.081133
10.67676,0.088369
10.66609,0.081204
10.85635,0.096883
10.825391,0.072098
11.396409,0.124092
11.23072,0.070841
10.72729,0.080978
10.67107,0.088724
10.590301,0.071324
10.78185,0.022335
10.74696,0.089042
11.307549,0.081704
11.34239,0.162104
11.00533,0.089028
11.38562,0.162754
11.0104,0.145913
11.111041,0.125773
10.513301,0.090907
10.93714,0.040255
11.30958,0.144966
10.77195,0.093848
10.62277,0.082451
10.51767,0.08968
10.70418,0.093567
11.41436,0.094082
10.85913,0.088066
11.33139,0.154421
11.013221,0.131728
11.440579,0.066195
11.339669,0.067015
11.181721,0.110382
10.90108,0.081275
11.33062,0.16888
10.76869,0.086459
11.296509,0.080364
11.26991,0.127371
10.87219,0.086334
10.61264,0.055896
11.28482,0.13581
10.85264,0.056171
10.68146,0.091841
11.034469,0.058454
10.82601,0.028685
10.92887,0.0655
11.01773,0.023902
10.50923,0.088107
10.71885,0.02351
11.442749,0.147215
10.51351,0.086698
11.59115,0.134154
11.54144,0.15725
11.205429,0.129086
11.18865,0.133729
11.50493,0.104947
10.55564,0.023294
11.61867,0.156114
11.22458,0.133027
11.01846,0.147484
11.094029,0.133883
11.63165,0.112683
11.002589,0.146726
11.246589,0.148569
10.8455,0.077434
10.786189,0.080472
11.386519,0.120257
11.0004,0.133019
11.72574,0.154335
11.5948,0.184408
11.03199,0.14677
11.34692,0.12169
11.056549,0.121791
10.63235,0.070555
10.63624,0.0378
11.3294,0.153994
11.484329,0.13577
10.78895,0.091602
10.51493,0.060801
11.157701,0.117871
10.691771,0.066501
10.50771,0.056957
11.57533,0.193209
11.63154,0.196708
11.70115,0.12376
11.095221,0.129395
11.476039,0.123352
10.519341,0.03866
11.18974,0.129615
11.06675,0.115358
10.56462,0.099757
11.54153,0.136535
10.92039,0.071582
10.531409,0.086723
10.79297,0.07153
11.18381,0.073079
11.06404,0.122944
10.594749,0.082801
11.26742,0.077497
11.325041,0.174689
11.18988,0.12342
11.023251,0.117975
10.9251,0.024274
11.31068,0.123618
11.22434,0.117764
10.84668,0.075306
11.29416,0.145708
11.26364,0.074925
10.96351,0.07369
11.02151,0.05555
11.265221,0.119604
11.068061,0.123882
11.06942,0.081872
10.87819,0.088982
10.75355,0.089398
11.05652,0.06986
11.185341,0.089996
11.386439,0.146847
11.35709,0.08211
11.239619,0.142593
10.572609,0.066749
10.920489,0.082547
11.13636,0.143192
11.02083,0.112433
11.736949,0.162407
11.23858,0.117965
10.527821,0.089968
11.04714,0.090092
10.651761,0.048812
10.898021,0.072521
11.52219,0.188211
11.29093,0.125107
10.81474,0.090269
11.0897,0.132115
10.72579,0.052077
11.087489,0.132775
11.187361,0.09104
10.655901,0.092553
11.234549,0.049591
10.936479,0.053821
11.31167,0.087589
11.323721,0.114518
11.10549,0.053308
11.18843,0.087296
11.11789,0.053192
10.88288,0.070734
10.70178,0.05225
11.076679,0.104502
11.05494,0.136033
11.31642,0.157245
11.332689,0.158015
11.405809,0.155549
11.5134,0.192081
